Florida Fish And Wildlife Conservation Commission,,,,,,
Commercial Landings Summary,,,,,,
Years: 1985 - 2026,,,,,,
Species: ALL FOOD AND BAIT,,,,,,
Subject to Revision,,,,,,
Years before 2025 are final,,,,,,
"Report created: July 13, 2026",,,,,,
,,,,,,
,,,,,,
Year,County Landed,Species,Pounds,Trips,Average Price,Estimated Value
1992,HILLSBOROUGH,GRUNTS,5490,153,0.45,2473
1992,HILLSBOROUGH,"HERRING, THREAD",710402,57,0.07,49728
1992,HILLSBOROUGH,HOGFISH,1123,39,1.47,1650
1992,HILLSBOROUGH,"JACK, CREVALLE",91696,333,0.29,26634
1992,HILLSBOROUGH,"JACK, MIXED",916,13,0.31,280
1992,HILLSBOROUGH,"JACK, OTHER",4065,27,0.22,902
1992,HILLSBOROUGH,KINGFISH (WHITING),2307,37,0.6,1384
1992,HILLSBOROUGH,LADYFISH,1767,25,0.23,406
1992,HILLSBOROUGH,"MACKEREL, KING",103,5,1.18,122
1992,HILLSBOROUGH,"MACKEREL, SPANISH",30320,114,0.33,10006
1992,HILLSBOROUGH,MENHADEN,432531,48,0.09,38928
1992,HILLSBOROUGH,MISC. FOOD FISH,15571,477,0.39,6036
1992,HILLSBOROUGH,MISC. INDUSTRIAL FISH,44102,22,0.16,7059
1992,HILLSBOROUGH,MOJARRA,56142,439,0.55,30922
1992,HILLSBOROUGH,"MULLET, BLACK",734821,1808,0.57,417137
1992,HILLSBOROUGH,"MULLET, SILVER",46132,138,0.34,15688
1992,HILLSBOROUGH,PERMIT,3552,85,1.06,3782
1992,HILLSBOROUGH,PINFISH,3,3,4,12
1992,HILLSBOROUGH,POMPANO,1824,90,3.02,5508
1992,HILLSBOROUGH,PORGIES,4444,72,0.98,4364
1992,HILLSBOROUGH,RAYS & SKATES,10068,25,0.08,805
1992,HILLSBOROUGH,SAND PERCH (SERRANIDAE),3315,73,0.36,1193
1992,HILLSBOROUGH,"SARDINES, SPANISH",13499,5,0.3,4050
1992,HILLSBOROUGH,"SCAD, ROUND (CIGARFISH)",144,1,0.25,36
1992,HILLSBOROUGH,"SEA BASS, MIXED",380,28,0.39,147
1992,HILLSBOROUGH,"SEATROUT, SAND",706,38,0.66,466
1992,HILLSBOROUGH,"SEATROUT, SILVER",3611,93,0.82,2961
1992,HILLSBOROUGH,"SEATROUT, SPOTTED",10129,549,1.2,12166
1992,HILLSBOROUGH,SHAD,534,8,0.3,160
1992,HILLSBOROUGH,SHARK,419478,148,0.32,132963
1992,HILLSBOROUGH,SHARK FINS,45,1,18.24,821
1992,HILLSBOROUGH,SHEEPSHEAD,41787,835,0.47,19586
1992,HILLSBOROUGH,"SNAPPER, GREY (MANGROVE)",7262,139,1.61,11710
1992,HILLSBOROUGH,"SNAPPER, LANE",1127,6,1.19,1340
1992,HILLSBOROUGH,"SNAPPER, MIXED",54,12,0.79,43
1992,HILLSBOROUGH,"SNAPPER, MUTTON",801,7,1.59,1271
1992,HILLSBOROUGH,"SNAPPER, OTHER",486,26,1.45,705
1992,HILLSBOROUGH,"SNAPPER, RED",692,13,2.15,1489
1992,HILLSBOROUGH,"SNAPPER, SILK",114,2,1.95,222
1992,HILLSBOROUGH,"SNAPPER, VERMILION",147,14,1.53,224
1992,HILLSBOROUGH,"SNAPPER, YELLOWTAIL",1832,11,1.99,3647
1992,HILLSBOROUGH,SPOT,6304,160,0.38,2396
1992,HILLSBOROUGH,SWORDFISH,11220,14,3.24,36359
1992,HILLSBOROUGH,TILAPIA (NILE PERCH),15618,97,0.37,5772
1992,HILLSBOROUGH,TILEFISH (GOLDEN),997,13,1.43,1424
1992,HILLSBOROUGH,"TILEFISH, BLUELINE (GRAY)",25568,16,0.76,19405
1992,HILLSBOROUGH,TRIGGERFISH,932,47,0.76,708
1992,HILLSBOROUGH,"TUNA, BLACKFIN",345,8,0.61,210
1992,HILLSBOROUGH,"TUNA, YELLOWFIN",2005,7,1.77,3545
1992,HILLSBOROUGH,"TUNNY, LITTLE (BONITO)",2832,32,0.14,396
1992,HILLSBOROUGH,WAHOO,225,5,1.53,343
1992,HILLSBOROUGH,"CRAB, BLUE (HARD)",198154,1172,0.44,87256
1992,HILLSBOROUGH,"CRAB, STONE, JUMBO CLAWS",618,8,7.01,4332
1992,HILLSBOROUGH,"CRAB, STONE, LARGE CLAWS",32873,230,5.72,188034
1992,HILLSBOROUGH,"CRAB, STONE, MEDIUM CLAWS",14778,224,4.06,59999
1992,HILLSBOROUGH,"CRAB, STONE, SMALL CLAWS",81,1,4.01,325
1992,HILLSBOROUGH,"LOBSTER, SPANISH",552,32,2.19,1211
1992,HILLSBOROUGH,"LOBSTER, SPINY",1181,15,3.16,3727
1992,HILLSBOROUGH,OCTOPUS,589,11,0.71,418
1992,HILLSBOROUGH,"SCALLOPS, BAY",2148,27,4.16,8936
1992,HILLSBOROUGH,SQUID,3260,42,0.27,880
1992,HILLSBOROUGH,"SHRIMP, BROWN",18646,6,1.73,32258
1992,HILLSBOROUGH,"SHRIMP, OTHER",748,6,2.59,1937
1992,HILLSBOROUGH,"SHRIMP, PINK",1230929,474,2.77,3413811
1992,HILLSBOROUGH,"SHRIMP, ROCK",720653,178,0.7,503545
1992,HILLSBOROUGH,"SHRIMP, ROYAL RED",1100,2,0.75,825
1992,HILLSBOROUGH,"SHRIMP, WHITE",365,1,2.48,905
1992,INDIAN RIVER,AMBERJACKS,132084,174,0.75,99054
1992,INDIAN RIVER,BAIT FISH,47,1,0.16,8
1992,INDIAN RIVER,BLUE RUNNER,3781,167,0.32,1210
1992,INDIAN RIVER,BLUEFISH,184827,2637,0.25,46285
1992,INDIAN RIVER,"BUMPER, ATLANTIC",892,7,0.36,321
1992,INDIAN RIVER,CATFISH,7442,195,0.17,1266
1992,INDIAN RIVER,COBIA,8279,245,1.63,13464
1992,INDIAN RIVER,CROAKER,150,40,0.61,92
1992,INDIAN RIVER,DOLPHIN,2857,155,1.21,3452
1992,INDIAN RIVER,"DRUM, BLACK",2613,17,0.5,1307
1992,INDIAN RIVER,FLOUNDERS,2124,160,1.36,2891
1992,INDIAN RIVER,GOATFISHES,18,1,1.11,20
1992,INDIAN RIVER,"GROUPER, BLACK",142,3,1.87,265
1992,INDIAN RIVER,"GROUPER, GAG",2369,34,2.06,4879
1992,INDIAN RIVER,"GROUPER, MIXED",228,10,1.71,390
1992,INDIAN RIVER,"GROUPER, NASSAU",39,1,2.8,109
1992,INDIAN RIVER,"GROUPER, OTHER",9848,128,1.56,15323
1992,INDIAN RIVER,"GROUPER, RED",467,27,1.6,748
1992,INDIAN RIVER,"GROUPER, SCAMP",863,34,2.03,1747
1992,INDIAN RIVER,"GROUPER, SNOWY",5447,12,1.62,8817
1992,INDIAN RIVER,"GROUPER, WARSAW",871,17,1.13,982
1992,INDIAN RIVER,"GROUPER, YELLOWEDGE",346,4,1.85,639
1992,INDIAN RIVER,"GROUPER, YELLOWFIN",119,2,1.89,225
1992,INDIAN RIVER,GRUNTS,552,32,0.43,236
1992,INDIAN RIVER,"JACK, CREVALLE",56112,1545,0.29,16287
1992,INDIAN RIVER,KINGFISH (WHITING),5207,805,0.6,3136
1992,INDIAN RIVER,LADYFISH,12647,215,0.23,2909
1992,INDIAN RIVER,"MACKEREL, KING",424291,2123,1.18,502005
1992,INDIAN RIVER,"MACKEREL, SPANISH",210917,1750,0.33,69694
1992,INDIAN RIVER,MENHADEN,1148810,2143,0.09,103344
1992,INDIAN RIVER,MISC. FOOD FISH,21135,778,0.34,7247
1992,INDIAN RIVER,MOJARRA,6055,151,0.49,2939
1992,INDIAN RIVER,"MULLET, BLACK",165364,589,0.55,91744
1992,INDIAN RIVER,"MULLET, SILVER",87,5,0.34,30
1992,INDIAN RIVER,PERMIT,2791,192,1.06,2957
1992,INDIAN RIVER,POMPANO,18055,495,3.02,54577
1992,INDIAN RIVER,PORGIES,805,45,0.98,790
1992,INDIAN RIVER,RAYS & SKATES,53,1,0.08,4
1992,INDIAN RIVER,SAND PERCH (SERRANIDAE),91,8,0.36,32
1992,INDIAN RIVER,"SEA BASS, MIXED",1495,70,0.49,728
1992,INDIAN RIVER,"SEATROUT, SILVER",192,17,0.82,157
1992,INDIAN RIVER,"SEATROUT, SPOTTED",55514,1376,1.2,66870
1992,INDIAN RIVER,"SEATROUT, WEAKFISH",1844,188,0.66,1217
1992,INDIAN RIVER,SHARK,33920,205,0.31,10637
1992,INDIAN RIVER,SHARK FINS,254,3,18.24,4633
1992,INDIAN RIVER,SHEEPSHEAD,25807,505,0.44,11483
1992,INDIAN RIVER,"SNAPPER, GREY (MANGROVE)",4206,166,1.58,6655
1992,INDIAN RIVER,"SNAPPER, LANE",130,42,1.19,154
1992,INDIAN RIVER,"SNAPPER, MIXED",12,2,0.79,10
1992,INDIAN RIVER,"SNAPPER, MUTTON",504,62,1.59,799
1992,INDIAN RIVER,"SNAPPER, OTHER",3165,251,1.45,4581
1992,INDIAN RIVER,"SNAPPER, RED",2370,70,2.15,5103
1992,INDIAN RIVER,"SNAPPER, VERMILION",72,13,1.53,111
1992,INDIAN RIVER,"SNAPPER, YELLOWTAIL",431,16,1.83,786
1992,INDIAN RIVER,SPOT,248458,1746,0.37,92306
1992,INDIAN RIVER,SWORDFISH,96,2,3.24,310
1992,INDIAN RIVER,TILAPIA (NILE PERCH),104,8,0.37,38
1992,INDIAN RIVER,TILEFISH (GOLDEN),16857,23,1.43,24082
1992,INDIAN RIVER,"TILEFISH, BLUELINE (GRAY)",1487,7,0.76,1129
1992,INDIAN RIVER,TRIGGERFISH,2645,94,0.77,2023
1992,INDIAN RIVER,"TUNA, BLACKFIN",705,27,0.61,429
1992,INDIAN RIVER,"TUNNY, LITTLE (BONITO)",3559,101,0.14,498
1992,INDIAN RIVER,WAHOO,947,34,1.53,1448
1992,INDIAN RIVER,"CLAMS, HARD, BUTTON",8,3,9.6,74
1992,INDIAN RIVER,"CLAMS, HARD, CHERRY",6129,1521,2,12252
1992,INDIAN RIVER,"CLAMS, HARD, CHOWDER",320,97,1,320
1992,INDIAN RIVER,"CLAMS, HARD, LITTLENECK",17224,1593,9.18,158058
1992,INDIAN RIVER,"CLAMS, HARD, MIDDLENECK",13531,1597,7.56,102272
1992,INDIAN RIVER,"CLAMS, HARD, TOPNECK",5322,1583,4.13,21985
1992,INDIAN RIVER,"CLAMS, HARD, UNGRADED",228,12,6.97,1590
1992,INDIAN RIVER,"CRAB, BLUE (HARD)",75753,374,0.46,35010
1992,INDIAN RIVER,"CRAB, STONE, LARGE CLAWS",36,3,5.72,206
1992,INDIAN RIVER,"CRAB, STONE, MEDIUM CLAWS",51,4,4.06,207
1992,INDIAN RIVER,"CRAB, STONE, SMALL CLAWS",4,1,4.01,16
1992,INDIAN RIVER,"CRAB, STONE, UNGRD CLAWS",52,7,4.26,222
1992,INDIAN RIVER,"LOBSTER, SPANISH",152,2,2.42,367
1992,INDIAN RIVER,"LOBSTER, SPINY",4433,76,3.75,16621
1992,INDIAN RIVER,OYSTERS,33,1,1.42,47
1992,INDIAN RIVER,"SHRIMP, PINK",2910,20,1.7,4959
1992,Inland/Out-of-State,AMBERJACKS,520,1,0.75,390
1992,Inland/Out-of-State,BAIT FISH,80,1,5.8,464
1992,Inland/Out-of-State,BLUEFISH,6,1,0.25,2
1992,Inland/Out-of-State,COBIA,81,3,1.63,132
1992,Inland/Out-of-State,CROAKER,681,17,0.61,415
1992,Inland/Out-of-State,DOLPHIN,13258,21,1.21,16078
1992,Inland/Out-of-State,"DRUM, BLACK",61,3,0.5,31
1992,Inland/Out-of-State,FLOUNDERS,935,35,1.16,1083
1992,Inland/Out-of-State,"GROUPER, BLACK",25,1,1.87,46
1992,Inland/Out-of-State,"GROUPER, GAG",2138,21,2.06,4403
1992,Inland/Out-of-State,"GROUPER, RED",830,11,1.6,1329
1992,Inland/Out-of-State,GRUNTS,505,12,0.45,227
1992,Inland/Out-of-State,"JACK, OTHER",12,1,0.33,4
1992,Inland/Out-of-State,KINGFISH (WHITING),57,1,0.6,34
1992,Inland/Out-of-State,"MACKEREL, KING",26,1,1.18,31
1992,Inland/Out-of-State,"MACKEREL, SPANISH",72,3,0.33,24
1992,Inland/Out-of-State,MISC. FOOD FISH,3066,24,0.75,2287
1992,Inland/Out-of-State,"MULLET, BLACK",194763,155,0.33,63373
1992,Inland/Out-of-State,POMPANO,3,1,3.02,9
1992,Inland/Out-of-State,"SEATROUT, SILVER",343,8,0.82,281
1992,Inland/Out-of-State,"SEATROUT, SPOTTED",252,5,1.2,302
1992,Inland/Out-of-State,SHARK,10649,15,0.32,3371
1992,Inland/Out-of-State,SHEEPSHEAD,641,7,0.45,288
1992,Inland/Out-of-State,"SNAPPER, GREY (MANGROVE)",7,1,1.61,11
1992,Inland/Out-of-State,"SNAPPER, VERMILION",18,1,1.53,27
1992,Inland/Out-of-State,SPOT,946,19,0.38,359
1992,Inland/Out-of-State,SWORDFISH,61470,25,3.23,198853
1992,Inland/Out-of-State,TRIGGERFISH,3,1,0.76,2
1992,Inland/Out-of-State,"TUNA, BIGEYE",1773,2,1.86,3304
1992,Inland/Out-of-State,"TUNA, BLACKFIN",2750,3,0.34,942
1992,Inland/Out-of-State,"TUNA, BLUEFIN",485,1,1.2,582
1992,Inland/Out-of-State,"TUNA, MIXED",128,1,0.9,115
1992,Inland/Out-of-State,"TUNA, SKIPJACK",8644,1,0.65,5601
1992,Inland/Out-of-State,"TUNA, YELLOWFIN",30519,24,1.77,53957
1992,Inland/Out-of-State,"TUNNY, LITTLE (BONITO)",6,1,0.14,1
1992,Inland/Out-of-State,WAHOO,1741,16,1.54,2688
1992,Inland/Out-of-State,"CRAB, BLUE (HARD)",222335,546,0.43,95604
1992,Inland/Out-of-State,"LOBSTER, SPANISH",6266,8,2.14,13409
1992,Inland/Out-of-State,MISC. INVERTEBRATES,895,4,0.42,376
1992,Inland/Out-of-State,"SHRIMP, BROWN",18259,14,2.57,46874
1992,Inland/Out-of-State,"SHRIMP, PINK",76088,26,2.15,163765
1992,Inland/Out-of-State,"SHRIMP, ROCK",11017,2,0.64,7051
1992,Inland/Out-of-State,"SHRIMP, BAIT",335,4,4,1340
1992,JEFFERSON,AMBERJACKS,1644,8,0.75,1233
1992,JEFFERSON,COBIA,26,1,1.63,42
1992,JEFFERSON,"GROUPER, GAG",18,1,2.06,36
1992,JEFFERSON,GRUNTS,30,1,0.45,14
1992,JEFFERSON,"JACK, OTHER",5,1,0.33,2
1992,JEFFERSON,MISC. FOOD FISH,18,1,0.39,7
1992,JEFFERSON,"SEA BASS, MIXED",24,1,0.38,9
1992,JEFFERSON,"SNAPPER, GREY (MANGROVE)",336,6,1.61,542
1992,JEFFERSON,"SNAPPER, VERMILION",24,1,1.53,37
1992,LEE,AMBERJACKS,34005,257,0.76,25838
1992,LEE,BAIT FISH,9676,43,0.57,5517
1992,LEE,BALLYHOO,114,1,0.2,23
1992,LEE,BLUE RUNNER,531,23,0.32,170
1992,LEE,BLUEFISH,19841,1444,0.24,4859
1992,LEE,CATFISH,11051,107,0.13,1483
1992,LEE,COBIA,8742,250,1.58,13836
1992,LEE,CROAKER,68,10,0.61,41
1992,LEE,DOLPHIN,979,41,1.2,1172
1992,LEE,"DRUM, BLACK",2591,221,0.49,1275
1992,LEE,EELS,126,4,0.71,89
1992,LEE,FLOUNDERS,28301,5457,1.19,33749
1992,LEE,"GROUPER, BLACK",21305,279,1.85,39403
1992,LEE,"GROUPER, GAG",92225,468,2.01,185496
1992,LEE,"GROUPER, MIXED",552,5,1.71,945
1992,LEE,"GROUPER, NASSAU",159,2,5.08,810
1992,LEE,"GROUPER, OTHER",8999,49,1.24,11161
1992,LEE,"GROUPER, RED",449670,1385,1.6,719821
1992,LEE,"GROUPER, SCAMP",14173,242,2.02,28670
1992,LEE,"GROUPER, SNOWY",6719,14,1.62,10873
1992,LEE,"GROUPER, WARSAW",1631,10,1.11,1805
1992,LEE,"GROUPER, YELLOWEDGE",14800,37,1.85,27438
1992,LEE,GRUNTS,4893,407,0.45,2211
1992,LEE,"HERRING, THREAD",1083,13,0.07,76
1992,LEE,HOGFISH,3475,46,1.47,5104
1992,LEE,"JACK, CREVALLE",168272,4604,0.29,48873
1992,LEE,"JACK, MIXED",111854,3281,0.29,32899
1992,LEE,"JACK, OTHER",22,3,0.28,6
1992,LEE,KINGFISH (WHITING),7551,669,0.6,4533
1992,LEE,LADYFISH,37924,407,0.23,8563
1992,LEE,"MACKEREL, KING",336,16,1.13,380
1992,LEE,"MACKEREL, SPANISH",169827,1932,0.33,56269
1992,LEE,MENHADEN,215026,77,0.09,19352
1992,LEE,MISC. FOOD FISH,141227,7935,0.37,52640
1992,LEE,MISC. INDUSTRIAL FISH,47234,845,0.14,6621
1992,LEE,MOJARRA,145095,2754,0.55,79280
1992,LEE,"MULLET, BLACK",4060518,14084,0.54,2181752
1992,LEE,"MULLET, SILVER",14695,74,0.34,5017
1992,LEE,PERMIT,34648,1269,1.06,36673
1992,LEE,PINFISH,2061,104,4,8243
1992,LEE,POMPANO,95872,2594,2.95,283279
1992,LEE,PORGIES,17934,613,1.08,19413
1992,LEE,RAYS & SKATES,11640,2,0.08,931
1992,LEE,SAND PERCH (SERRANIDAE),5700,337,0.36,2037
1992,LEE,"SARDINES, SPANISH",12,3,0.3,4
1992,LEE,"SCAD, ROUND (CIGARFISH)",42,1,0.25,11
1992,LEE,"SEA BASS, MIXED",4105,53,0.39,1601
1992,LEE,"SEATROUT, SAND",1321,90,0.67,890
1992,LEE,"SEATROUT, SILVER",762,209,0.8,608
1992,LEE,"SEATROUT, SPOTTED",198743,9226,1.28,253636
1992,LEE,"SEATROUT, WEAKFISH",1394,274,0.64,894
1992,LEE,SHAD,6516,78,0.3,1955
1992,LEE,SHARK,23396,632,0.35,8193
1992,LEE,SHARK FINS,209,12,18.24,3812
1992,LEE,SHEEPSHEAD,194376,7608,0.45,86653
1992,LEE,"SNAPPER, GREY (MANGROVE)",17970,1796,1.7,30492
1992,LEE,"SNAPPER, LANE",25433,985,1.19,30309
1992,LEE,"SNAPPER, MIXED",1021,20,0.8,819
1992,LEE,"SNAPPER, MUTTON",21948,304,1.53,33515
1992,LEE,"SNAPPER, OTHER",6790,172,1.41,9564
1992,LEE,"SNAPPER, RED",3962,69,2.16,8567
1992,LEE,"SNAPPER, SILK",10049,31,1.95,19551
1992,LEE,"SNAPPER, VERMILION",5587,98,1.54,8627
1992,LEE,"SNAPPER, YELLOWTAIL",50788,269,1.99,101082
1992,LEE,SPOT,4607,557,0.38,1754
1992,LEE,SWORDFISH,516,1,3.24,1672
1992,LEE,TILAPIA (NILE PERCH),42,3,0.37,16
1992,LEE,TILEFISH (GOLDEN),9706,19,1.41,13694
1992,LEE,"TILEFISH, BLUELINE (GRAY)",7178,39,0.83,5940
1992,LEE,TRIGGERFISH,1726,167,0.93,1603
1992,LEE,"TUNA, BIGEYE",238,5,0.68,161
1992,LEE,"TUNA, BLACKFIN",1305,15,0.55,717
1992,LEE,"TUNA, BLUEFIN",5,1,1.2,6
1992,LEE,"TUNA, YELLOWFIN",358,2,1.77,632
1992,LEE,"TUNNY, LITTLE (BONITO)",16508,5,0.14,2304
1992,LEE,WAHOO,132,2,1.53,202
1992,LEE,"CRAB, BLUE (HARD)",1301944,6062,0.43,562977
1992,LEE,"CRAB, BLUE (SOFT)",6884,319,4.48,30838
1992,LEE,"CRAB, STONE, JUMBO CLAWS",2095,170,7.01,14686
1992,LEE,"CRAB, STONE, LARGE CLAWS",29980,574,5.87,175916
1992,LEE,"CRAB, STONE, MEDIUM CLAWS",12434,349,4.06,50500
1992,LEE,"CRAB, STONE, SMALL CLAWS",8080,192,4.23,34159
1992,LEE,"CRAB, STONE, UNGRD CLAWS",24104,266,4.27,102980
1992,LEE,"LOBSTER, SPANISH",16133,322,2.34,37728
1992,LEE,"LOBSTER, SPINY",7667,221,3.51,26928
1992,LEE,MISC. INVERTEBRATES,4048,1,0.05,202
1992,LEE,OCTOPUS,2206,74,0.71,1567
1992,LEE,SQUID,4377,52,0.27,1182
1992,LEE,"SHRIMP, BROWN",38748,143,2.36,91507
1992,LEE,"SHRIMP, OTHER",2122,8,2.66,5647
1992,LEE,"SHRIMP, PINK",1786412,1012,2.96,5290708
1992,LEE,"SHRIMP, ROCK",30651,143,1.17,35790
1992,LEE,"SHRIMP, ROYAL RED",396,1,0.75,297
1992,LEE,"SHRIMP, BAIT",113537,2347,4,453921
1992,LEVY,AMBERJACKS,1481,31,0.75,1111
1992,LEVY,BAIT FISH,27201,91,0.16,4352
1992,LEVY,BLUE RUNNER,131,4,0.32,42
1992,LEVY,BLUEFISH,3445,77,0.25,861
1992,LEVY,CATFISH,3438,88,0.25,850
1992,LEVY,COBIA,1056,37,1.63,1715
1992,LEVY,CROAKER,9,3,0.61,5
1992,LEVY,"DRUM, BLACK",75,6,0.47,35
1992,LEVY,FLOUNDERS,3773,461,1.34,5047
1992,LEVY,"GROUPER, BLACK",1003,24,1.92,1923
1992,LEVY,"GROUPER, GAG",35037,331,2.06,72166
1992,LEVY,"GROUPER, MIXED",1,1,1.71,2
1992,LEVY,"GROUPER, NASSAU",214,2,2.8,597
1992,LEVY,"GROUPER, OTHER",7859,10,1.25,9839
1992,LEVY,"GROUPER, RED",92092,372,1.6,147583
1992,LEVY,"GROUPER, SCAMP",37,2,2.03,74
1992,LEVY,GRUNTS,25781,360,0.46,11736
1992,LEVY,HOGFISH,57,7,1.47,83
1992,LEVY,"JACK, CREVALLE",6098,40,0.29,1757
1992,LEVY,"JACK, MIXED",11,1,0.3,3
1992,LEVY,"JACK, OTHER",37529,394,0.33,12385
1992,LEVY,KINGFISH (WHITING),227,24,0.58,131
1992,LEVY,LADYFISH,8511,29,0.23,1958
1992,LEVY,"MACKEREL, KING",409,15,1.18,483
1992,LEVY,"MACKEREL, SPANISH",3445,257,0.33,1137
1992,LEVY,MENHADEN,63,3,0.09,6
1992,LEVY,MISC. FOOD FISH,748,45,0.4,300
1992,LEVY,MOJARRA,36,3,0.55,20
1992,LEVY,"MULLET, BLACK",607508,2119,0.31,188503
1992,LEVY,PERMIT,813,16,1.06,862
1992,LEVY,POMPANO,8106,174,3.02,24455
1992,LEVY,PORGIES,16277,99,0.97,15719
1992,LEVY,RAYS & SKATES,1909,62,0.5,946
1992,LEVY,"SEA BASS, MIXED",10430,241,0.39,4116
1992,LEVY,"SEATROUT, SAND",118,15,0.55,65
1992,LEVY,"SEATROUT, SILVER",16,1,0.82,13
1992,LEVY,"SEATROUT, SPOTTED",19239,477,1.2,23081
1992,LEVY,SHAD,1494,12,0.3,448
1992,LEVY,SHARK,25500,224,0.35,8872
1992,LEVY,SHARK FINS,12454,61,18.24,227161
1992,LEVY,SHEEPSHEAD,18316,897,0.45,8267
1992,LEVY,"SNAPPER, GREY (MANGROVE)",795,51,1.61,1282
1992,LEVY,"SNAPPER, LANE",6,3,1.19,7
1992,LEVY,"SNAPPER, MIXED",59,3,0.79,47
1992,LEVY,"SNAPPER, MUTTON",8,1,1.59,12
1992,LEVY,"SNAPPER, OTHER",764,16,1.45,1108
1992,LEVY,"SNAPPER, RED",369,1,2.15,793
1992,LEVY,"SNAPPER, VERMILION",726,33,1.53,1112
1992,LEVY,"SNAPPER, YELLOWTAIL",69,2,1.99,137
1992,LEVY,SPOT,9828,399,0.38,3735
1992,LEVY,TRIGGERFISH,7207,140,0.71,5083
1992,LEVY,"TUNA, SKIPJACK",158,1,0.65,102
1992,LEVY,"TUNNY, LITTLE (BONITO)",17,1,0.14,2
1992,LEVY,WAHOO,31,1,1.53,48
1992,LEVY,"CRAB, BLUE (HARD)",718250,2297,0.43,308668
1992,LEVY,"CRAB, BLUE (SOFT)",12337,687,4.48,55268
1992,LEVY,"CRAB, STONE, LARGE CLAWS",17012,824,5.72,97309
1992,LEVY,"CRAB, STONE, MEDIUM CLAWS",15678,833,4.06,63653
1992,LEVY,"CRAB, STONE, UNGRD CLAWS",48747,134,4.26,207834
1992,LEVY,"LOBSTER, SPINY",206,5,3.71,764
1992,LEVY,OCTOPUS,1288,41,0.71,914
1992,LEVY,OYSTERS,62791,1306,1.4,88191
1992,LEVY,SQUID,12,3,0.27,3
1992,LEVY,"SHRIMP, BROWN",407816,621,1.66,675275
1992,LEVY,"SHRIMP, OTHER",54100,212,2.59,140119
1992,LEVY,"SHRIMP, PINK",30,1,1.4,42
1992,LEVY,"SHRIMP, BAIT",10206,117,4,40823
1992,MANATEE,AMBERJACKS,3844,39,0.68,2598
1992,MANATEE,BAIT FISH,111913,204,0.18,20149
1992,MANATEE,BLUE RUNNER,2172,61,0.29,638
1992,MANATEE,BLUEFISH,45349,659,0.24,11009
1992,MANATEE,"BUMPER, ATLANTIC",25202,79,0.36,9073
1992,MANATEE,CATFISH,9731,64,0.19,1816
1992,MANATEE,COBIA,4390,147,1.42,6222
1992,MANATEE,CROAKER,1152,199,0.49,570
1992,MANATEE,DOLPHIN,505,11,1.14,578
1992,MANATEE,"DRUM, BLACK",3033,391,0.5,1511
1992,MANATEE,FLOUNDERS,7396,1568,1.22,9017
1992,MANATEE,"GROUPER, BLACK",67677,190,1.81,122187
1992,MANATEE,"GROUPER, GAG",5283,13,2.06,10879
1992,MANATEE,"GROUPER, MIXED",5,1,1.71,8
1992,MANATEE,"GROUPER, NASSAU",142,1,1.65,234
1992,MANATEE,"GROUPER, OTHER",15534,29,1.04,16096
1992,MANATEE,"GROUPER, RED",483504,287,1.55,751445
1992,MANATEE,"GROUPER, SCAMP",16609,123,1.87,31040
1992,MANATEE,"GROUPER, SNOWY",5348,16,1.39,7409
1992,MANATEE,"GROUPER, WARSAW",1382,7,1.01,1390
1992,MANATEE,"GROUPER, YELLOWEDGE",18447,26,1.58,29220
1992,MANATEE,"GROUPER, YELLOWFIN",90,3,1.81,163
1992,MANATEE,GRUNTS,2098,244,0.45,940
1992,MANATEE,"HERRING, THREAD",3056660,246,0.07,212715
1992,MANATEE,HOGFISH,1,1,1.47,2
1992,MANATEE,"JACK, CREVALLE",275636,2534,0.29,79115
1992,MANATEE,"JACK, MIXED",49,5,0.31,15
1992,MANATEE,"JACK, OTHER",33,4,0.33,11
1992,MANATEE,KINGFISH (WHITING),10299,311,0.61,6238
1992,MANATEE,LADYFISH,141391,713,0.23,31861
1992,MANATEE,"MACKEREL, KING",11837,38,0.82,9699
1992,MANATEE,"MACKEREL, SPANISH",544601,1326,0.31,166411
1992,MANATEE,MENHADEN,68227,177,0.08,5690
1992,MANATEE,MISC. FOOD FISH,94338,3265,0.38,36295
1992,MANATEE,MISC. INDUSTRIAL FISH,301111,524,0.16,48175
1992,MANATEE,MOJARRA,25645,758,0.55,14101
1992,MANATEE,"MULLET, BLACK",2261823,5763,0.56,1264630
1992,MANATEE,"MULLET, BLACK, ROE",9759,121,11.28,110033
1992,MANATEE,"MULLET, SILVER",3011,21,0.34,1024
1992,MANATEE,PERMIT,35570,936,1.03,36602
1992,MANATEE,PINFISH,32647,107,0.11,3526
1992,MANATEE,POMPANO,24482,866,2.93,71740
1992,MANATEE,PORGIES,3976,46,0.77,3078
1992,MANATEE,RAYS & SKATES,134387,176,0.07,8969
1992,MANATEE,SAND PERCH (SERRANIDAE),1157,109,0.36,417
1992,MANATEE,"SARDINES, SPANISH",2738,3,0.27,747
1992,MANATEE,"SCAD, BIGEYE (GOGGLE EYE)",2,1,0.15,1
1992,MANATEE,"SCAD, ROUND (CIGARFISH)",8,1,0.25,2
1992,MANATEE,"SEA BASS, MIXED",163,10,0.69,113
1992,MANATEE,"SEATROUT, SAND",14934,92,0.66,9831
1992,MANATEE,"SEATROUT, SILVER",300,45,0.82,246
1992,MANATEE,"SEATROUT, SPOTTED",30620,2552,1.18,36016
1992,MANATEE,SHAD,24208,380,0.3,7200
