Florida Fish And Wildlife Conservation Commission,,,,,,
Commercial Landings Summary,,,,,,
Years: 1985 - 2026,,,,,,
Species: ALL FOOD AND BAIT,,,,,,
Subject to Revision,,,,,,
Years before 2025 are final,,,,,,
"Report created: July 13, 2026",,,,,,
,,,,,,
,,,,,,
Year,County Landed,Species,Pounds,Trips,Average Price,Estimated Value
2003,TAYLOR,TILAPIA (NILE PERCH),5,1,0.9,5
2003,TAYLOR,TRIGGERFISH,4264,239,0.72,3075
2003,TAYLOR,"TUNNY, LITTLE (BONITO)",54,5,0.3,16
2003,TAYLOR,"CRAB, BLUE (HARD)",92581,367,1.04,96665
2003,TAYLOR,"CRAB, BLUE (SOFT)",145,13,6.33,919
2003,TAYLOR,"CRAB, STONE, JUMBO CLAWS",4731,198,13.91,65789
2003,TAYLOR,"CRAB, STONE, LARGE CLAWS",6728,212,11.79,79322
2003,TAYLOR,"CRAB, STONE, MEDIUM CLAWS",6757,214,7.43,50195
2003,TAYLOR,"CRAB, STONE, SMALL CLAWS",64,4,5.61,357
2003,TAYLOR,"CRAB, STONE, UNGRD CLAWS",93,15,4.45,414
2003,TAYLOR,MISC. INVERTEBRATES,58000,4,0.02,966
2003,TAYLOR,OCTOPUS,2073,54,0.89,1842
2003,TAYLOR,SPONGE (PIECES),150,1,2,300
2003,TAYLOR,"SHRIMP, BAIT",32845,441,1.3,42699
2003,VOLUSIA,AMBERJACKS,42485,191,0.72,30556
2003,VOLUSIA,BAIT FISH,2674,102,0.7,1865
2003,VOLUSIA,BLUE RUNNER,63,4,0.93,59
2003,VOLUSIA,BLUEFISH,689,37,0.58,397
2003,VOLUSIA,CATFISH,242,7,0.39,94
2003,VOLUSIA,COBIA,4089,103,1.97,8050
2003,VOLUSIA,CROAKER,3300,10,0.26,847
2003,VOLUSIA,DOLPHIN,19986,132,1.57,31439
2003,VOLUSIA,"DRUM, BLACK",1196,48,0.9,1080
2003,VOLUSIA,EELS,207,2,0.91,188
2003,VOLUSIA,FLOUNDERS,78079,1115,2.5,194816
2003,VOLUSIA,"GROUPER, BLACK",100,2,2.31,231
2003,VOLUSIA,"GROUPER, GAG",14852,118,2.55,37809
2003,VOLUSIA,"GROUPER, MIXED",82,2,3.07,253
2003,VOLUSIA,"GROUPER, OTHER",1,1,1.91,2
2003,VOLUSIA,"GROUPER, RED",2632,57,2.11,5555
2003,VOLUSIA,"GROUPER, SCAMP",1899,33,2.57,4877
2003,VOLUSIA,"GROUPER, SNOWY",15113,45,2.13,32158
2003,VOLUSIA,"GROUPER, YELLOWEDGE",145,4,2.18,317
2003,VOLUSIA,GRUNTS,8079,8,0.26,2101
2003,VOLUSIA,HOGFISH,48,2,2.55,122
2003,VOLUSIA,"JACK, CREVALLE",9172,66,0.91,8329
2003,VOLUSIA,"JACK, MIXED",65,1,0.5,33
2003,VOLUSIA,"JACK, OTHER",698,17,0.75,527
2003,VOLUSIA,KINGFISH (WHITING),7895,316,1.32,10388
2003,VOLUSIA,LADYFISH,483,7,0.66,319
2003,VOLUSIA,"MACKEREL, KING",94664,299,1.76,166737
2003,VOLUSIA,"MACKEREL, SPANISH",498,16,1.24,618
2003,VOLUSIA,MENHADEN,765,3,0.5,383
2003,VOLUSIA,MISC. FOOD FISH,16445,167,0.6,9822
2003,VOLUSIA,MISC. INDUSTRIAL FISH,3125,2,0.15,479
2003,VOLUSIA,MOJARRA,1404,11,0.82,1150
2003,VOLUSIA,"MULLET, BLACK",247151,763,0.64,158355
2003,VOLUSIA,"MULLET, BLACK, ROE",286,2,5.01,1430
2003,VOLUSIA,"MULLET, SILVER",3417,9,0.32,1097
2003,VOLUSIA,PERMIT,8,1,2.25,18
2003,VOLUSIA,PINFISH,159,15,3.18,506
2003,VOLUSIA,POMPANO,4773,200,3.82,18217
2003,VOLUSIA,PORGIES,350,27,1.5,525
2003,VOLUSIA,"SEA BASS, MIXED",1856,38,1.79,3327
2003,VOLUSIA,"SEATROUT, SPOTTED",2850,108,1.91,5451
2003,VOLUSIA,"SEATROUT, WEAKFISH",26,3,1.84,47
2003,VOLUSIA,SHARK,245840,122,0.33,81588
2003,VOLUSIA,SHARK FINS,9645,86,24.55,236776
2003,VOLUSIA,SHEEPSHEAD,26229,513,1.03,26925
2003,VOLUSIA,"SNAPPER, GREY (MANGROVE)",7357,147,2.16,15924
2003,VOLUSIA,"SNAPPER, LANE",262,31,2.08,545
2003,VOLUSIA,"SNAPPER, MUTTON",811,17,2.08,1689
2003,VOLUSIA,"SNAPPER, OTHER",142,6,1.47,209
2003,VOLUSIA,"SNAPPER, RED",14807,208,2.72,40294
2003,VOLUSIA,"SNAPPER, SILK",9,1,2.03,18
2003,VOLUSIA,"SNAPPER, VERMILION",1884,68,2.01,3791
2003,VOLUSIA,"SNAPPER, YELLOWTAIL",150,7,1.78,267
2003,VOLUSIA,SPOT,385,23,0.63,244
2003,VOLUSIA,SWORDFISH,12865,4,1.68,21672
2003,VOLUSIA,TILAPIA (NILE PERCH),2830,8,0.5,1415
2003,VOLUSIA,TILEFISH (GOLDEN),30013,21,1.87,56263
2003,VOLUSIA,"TILEFISH, BLUELINE (GRAY)",246,9,0.89,220
2003,VOLUSIA,TRIGGERFISH,617,54,1.19,734
2003,VOLUSIA,"TUNA, ALBACORE",1051,3,0.8,839
2003,VOLUSIA,"TUNA, BIGEYE",4843,5,1.49,7200
2003,VOLUSIA,"TUNA, BLACKFIN",64,2,2.06,131
2003,VOLUSIA,"TUNA, YELLOWFIN",475,4,1.78,848
2003,VOLUSIA,"TUNNY, LITTLE (BONITO)",230,3,0.25,58
2003,VOLUSIA,WAHOO,2533,33,1.94,4904
2003,VOLUSIA,"CLAMS, HARD, CHERRY",13426,4503,3.95,52994
2003,VOLUSIA,"CLAMS, HARD, CHOWDER",7371,398,2.84,20958
2003,VOLUSIA,"CLAMS, HARD, LITTLENECK",7075,5004,9.8,69312
2003,VOLUSIA,"CLAMS, HARD, MIDDLENECK",14228,5000,10.54,149989
2003,VOLUSIA,"CLAMS, HARD, TOPNECK",26261,5001,8.42,221245
2003,VOLUSIA,"CLAMS, HARD, UNGRADED",416,27,7.65,3186
2003,VOLUSIA,"CRAB, BLUE (HARD)",386881,1944,1.01,389050
2003,VOLUSIA,"CRAB, STONE, LARGE CLAWS",437,87,9.39,4104
2003,VOLUSIA,"CRAB, STONE, MEDIUM CLAWS",567,96,7.13,4041
2003,VOLUSIA,"CRAB, STONE, SMALL CLAWS",355,73,2.35,836
2003,VOLUSIA,"CRAB, STONE, UNGRD CLAWS",5530,310,5.14,28399
2003,VOLUSIA,"LOBSTER, SPANISH",2,1,4,8
2003,VOLUSIA,"LOBSTER, SPINY",3906,57,3.87,15135
2003,VOLUSIA,OYSTERS,9762,244,1.82,17718
2003,VOLUSIA,"SHRIMP, BROWN",2455,6,2.15,5280
2003,VOLUSIA,"SHRIMP, PINK",1413,6,2.66,3758
2003,VOLUSIA,"SHRIMP, WHITE",19170,31,3,57504
2003,VOLUSIA,"SHRIMP, BAIT",6392,140,4.02,25698
2003,WAKULLA,AMBERJACKS,3637,29,1.62,5874
2003,WAKULLA,BAIT FISH,16582,9,0.22,3584
2003,WAKULLA,BLUEFISH,20,1,2,40
2003,WAKULLA,COBIA,320,8,2,642
2003,WAKULLA,CROAKER,29,2,0.55,16
2003,WAKULLA,DOLPHIN,198,9,1.63,322
2003,WAKULLA,FLOUNDERS,4936,115,2.1,10355
2003,WAKULLA,"GROUPER, GAG",99183,410,2.59,256703
2003,WAKULLA,"GROUPER, RED",69165,358,2.07,142928
2003,WAKULLA,"GROUPER, SCAMP",2005,22,2.58,5177
2003,WAKULLA,"GROUPER, YELLOWEDGE",309,1,2.54,786
2003,WAKULLA,GRUNTS,69447,272,0.73,50746
2003,WAKULLA,HOGFISH,394,7,2.06,813
2003,WAKULLA,LADYFISH,43,1,0.8,34
2003,WAKULLA,"MACKEREL, KING",153,10,1.06,161
2003,WAKULLA,"MACKEREL, SPANISH",23,1,2,46
2003,WAKULLA,MENHADEN,5290,8,0.3,1587
2003,WAKULLA,MISC. FOOD FISH,1181,89,3.94,4647
2003,WAKULLA,MISC. INDUSTRIAL FISH,401,3,0.2,80
2003,WAKULLA,MOJARRA,96,2,1,96
2003,WAKULLA,"MULLET, BLACK",380942,854,0.72,273056
2003,WAKULLA,"MULLET, SILVER",1358,8,1.01,1376
2003,WAKULLA,POMPANO,43,1,4,172
2003,WAKULLA,PORGIES,153,6,0.7,107
2003,WAKULLA,"SEA BASS, MIXED",96966,223,0.9,87110
2003,WAKULLA,"SEATROUT, SAND",2,1,2.5,5
2003,WAKULLA,"SEATROUT, SPOTTED",90,5,1.65,149
2003,WAKULLA,SHEEPSHEAD,1226,32,1.04,1272
2003,WAKULLA,"SNAPPER, GREY (MANGROVE)",5821,79,2.33,13540
2003,WAKULLA,"SNAPPER, LANE",539,10,1.72,930
2003,WAKULLA,"SNAPPER, MUTTON",85,6,2.03,174
2003,WAKULLA,"SNAPPER, RED",4186,33,2.65,11078
2003,WAKULLA,"SNAPPER, SILK",20,1,1.08,22
2003,WAKULLA,"SNAPPER, VERMILION",343,17,1.35,462
2003,WAKULLA,SPOT,524,14,0.59,308
2003,WAKULLA,TILEFISH (GOLDEN),1718,1,1.1,1886
2003,WAKULLA,"TILEFISH, BLUELINE (GRAY)",108,1,0.67,72
2003,WAKULLA,TRIGGERFISH,2749,129,0.95,2608
2003,WAKULLA,"TUNA, BLACKFIN",79,3,1.51,119
2003,WAKULLA,"CRAB, BLUE (HARD)",1373457,2331,0.71,974399
2003,WAKULLA,"CRAB, BLUE (SOFT)",3694,163,5.19,19161
2003,WAKULLA,"CRAB, STONE, JUMBO CLAWS",16000,498,11.18,178833
2003,WAKULLA,"CRAB, STONE, LARGE CLAWS",28020,519,9.05,253624
2003,WAKULLA,"CRAB, STONE, MEDIUM CLAWS",29125,514,5.44,158447
2003,WAKULLA,"CRAB, STONE, SMALL CLAWS",7,3,8.29,60
2003,WAKULLA,"CRAB, STONE, UNGRD CLAWS",798,28,6.06,4837
2003,WAKULLA,"LOBSTER, SPANISH",235,8,6.03,1416
2003,WAKULLA,"LOBSTER, SPINY",84,2,4.6,387
2003,WAKULLA,OCTOPUS,5156,78,1.36,6993
2003,WAKULLA,OYSTERS,33742,187,1.85,62272
2003,WAKULLA,SQUID,1313,8,0.92,1207
2003,WAKULLA,"SHRIMP, BROWN",19830,23,2.18,43267
2003,WAKULLA,"SHRIMP, PINK",2374,3,2.9,6887
2003,WAKULLA,"SHRIMP, ROCK",42,1,1,42
2003,WAKULLA,"SHRIMP, WHITE",19931,47,2.36,47093
2003,WAKULLA,"SHRIMP, BAIT",206,4,1.06,218
2003,WALTON,BAIT FISH,8750,10,0.18,1533
2003,WALTON,BLUEFISH,190,2,0.24,45
2003,WALTON,CATFISH,42,1,0.2,8
2003,WALTON,COBIA,1158,5,2.95,3413
2003,WALTON,CROAKER,130,4,1.93,249
2003,WALTON,FLOUNDERS,431,8,2.89,1246
2003,WALTON,"GROUPER, GAG",13,1,2.97,39
2003,WALTON,"JACK, CREVALLE",309,3,0.17,52
2003,WALTON,LADYFISH,279,4,0.26,73
2003,WALTON,"MULLET, BLACK",7871,130,0.97,7635
2003,WALTON,"MULLET, SILVER",5355,18,0.82,4395
2003,WALTON,PINFISH,393,5,3.35,1319
2003,WALTON,POMPANO,647,13,3.98,2575
2003,WALTON,"SEATROUT, SPOTTED",513,17,2.06,1053
2003,WALTON,"CRAB, BLUE (HARD)",74181,554,1.2,89121
2003,WALTON,"CRAB, BLUE (SOFT)",75,7,4.01,302
2003,WALTON,MISC. INVERTEBRATES,3687,5,0.12,440
2003,WALTON,"SHRIMP, BROWN",6158,29,4.63,28539
2003,WALTON,"SHRIMP, PINK",1220,1,2.97,3622
2003,WALTON,"SHRIMP, WHITE",288,2,4.5,1296
2004,BAY,AMBERJACKS,49649,255,1.12,55743
2004,BAY,BAIT FISH,5066,9,1.11,5623
2004,BAY,BLUE RUNNER,965,23,0.59,568
2004,BAY,BLUEFISH,163,17,0.46,76
2004,BAY,CATFISH,340,4,1.13,385
2004,BAY,COBIA,7426,124,2.05,15202
2004,BAY,CROAKER,47,2,2.46,116
2004,BAY,DOLPHIN,18857,84,1.71,32207
2004,BAY,"DRUM, BLACK",126,5,1.49,187
2004,BAY,FLOUNDERS,17843,417,2.33,41578
2004,BAY,"GROUPER, GAG",676756,810,2.56,1730312
2004,BAY,"GROUPER, MIXED",7,1,1.95,14
2004,BAY,"GROUPER, OTHER",3365,23,2.1,7060
2004,BAY,"GROUPER, RED",541134,742,1.98,1070786
2004,BAY,"GROUPER, SCAMP",52521,551,2.72,142920
2004,BAY,"GROUPER, SNOWY",27293,106,2.1,57403
2004,BAY,"GROUPER, WARSAW",8189,81,1.74,14211
2004,BAY,"GROUPER, YELLOWEDGE",121570,92,2.59,314310
2004,BAY,"GROUPER, YELLOWFIN",2571,4,2.45,6296
2004,BAY,GRUNTS,397,11,0.53,209
2004,BAY,"JACK, CREVALLE",304,1,2.1,638
2004,BAY,"JACK, OTHER",4464,146,0.91,4045
2004,BAY,KINGFISH (WHITING),301,16,0.91,273
2004,BAY,LADYFISH,3021,35,0.53,1586
2004,BAY,"MACKEREL, KING",16737,157,1.48,24722
2004,BAY,"MACKEREL, SPANISH",12758,105,0.58,7406
2004,BAY,MISC. FOOD FISH,22283,161,1.05,23325
2004,BAY,"MULLET, BLACK",55103,431,0.83,45802
2004,BAY,"MULLET, BLACK, ROE",5,1,4.5,23
2004,BAY,"MULLET, SILVER",1005,8,0.62,623
2004,BAY,POMPANO,555,34,3.73,2070
2004,BAY,PORGIES,78864,489,0.99,78064
2004,BAY,"SCAD, ROUND (CIGARFISH)",4370,24,1.1,4801
2004,BAY,"SEA BASS, MIXED",1,1,1.69,2
2004,BAY,"SEATROUT, SPOTTED",957,45,1.86,1776
2004,BAY,SHARK,1974,21,0.74,1465
2004,BAY,SHEEPSHEAD,2481,88,0.48,1191
2004,BAY,"SNAPPER, GREY (MANGROVE)",15352,513,1.69,26002
2004,BAY,"SNAPPER, LANE",304,17,1.77,539
2004,BAY,"SNAPPER, MUTTON",3505,18,1.43,5020
2004,BAY,"SNAPPER, OTHER",74,8,0.94,70
2004,BAY,"SNAPPER, RED",261354,506,2.66,695036
2004,BAY,"SNAPPER, SILK",225,6,1.84,415
2004,BAY,"SNAPPER, VERMILION",118292,560,1.95,230724
2004,BAY,"SNAPPER, YELLOWTAIL",2,1,1.58,4
2004,BAY,SWORDFISH,16977,48,2.58,43853
2004,BAY,TILEFISH (GOLDEN),55884,81,1.28,71725
2004,BAY,"TILEFISH, BLUELINE (GRAY)",673,16,0.6,404
2004,BAY,TRIGGERFISH,41912,578,1.35,56594
2004,BAY,"TUNA, BIGEYE",73,1,2.4,174
2004,BAY,"TUNA, BLACKFIN",1600,13,0.32,508
2004,BAY,"TUNA, BLUEFIN",8645,8,3.54,30574
2004,BAY,"TUNA, SKIPJACK",288,3,0.82,236
2004,BAY,"TUNA, YELLOWFIN",366818,79,3.23,1183586
2004,BAY,"TUNNY, LITTLE (BONITO)",481,23,1.24,599
2004,BAY,WAHOO,10892,79,1.29,14039
2004,BAY,"CRAB, BLUE (HARD)",87052,757,0.92,80179
2004,BAY,"CRAB, STONE, JUMBO CLAWS",72,2,8.5,612
2004,BAY,"CRAB, STONE, MEDIUM CLAWS",3,1,5,13
2004,BAY,"LOBSTER, SPANISH",18,1,5,90
2004,BAY,"LOBSTER, SPINY",10,1,4,40
2004,BAY,MISC. INVERTEBRATES,13798,26,0.27,3669
2004,BAY,OYSTERS,45186,512,1.79,80857
2004,BAY,SQUID,1675,32,0.49,828
2004,BAY,"SHRIMP, BROWN",382046,294,2.29,873116
2004,BAY,"SHRIMP, OTHER",508,3,3.03,1539
2004,BAY,"SHRIMP, PINK",38186,269,2.31,88098
2004,BAY,"SHRIMP, ROCK",91400,54,0.93,85127
2004,BAY,"SHRIMP, WHITE",7373,19,1.6,11771
2004,BAY,"SHRIMP, BAIT",12997,125,1,13059
2004,BREVARD,AMBERJACKS,17308,111,0.87,15082
2004,BREVARD,BAIT FISH,76384,216,0.35,26931
2004,BREVARD,BLUE RUNNER,36140,368,0.92,33226
2004,BREVARD,BLUEFISH,57111,433,0.24,13968
2004,BREVARD,"BUMPER, ATLANTIC",1761,64,0.25,445
2004,BREVARD,CATFISH,4753,83,0.38,1807
2004,BREVARD,COBIA,13867,281,2.62,36331
2004,BREVARD,CROAKER,659,34,1.57,1033
2004,BREVARD,DOLPHIN,26139,173,1.58,41409
2004,BREVARD,"DRUM, BLACK",1035,63,1.1,1140
2004,BREVARD,EELS,2078,3,1.85,3844
2004,BREVARD,FLOUNDERS,19052,295,2.15,40874
2004,BREVARD,"GROUPER, BLACK",527,6,2.79,1469
2004,BREVARD,"GROUPER, GAG",26642,201,2.67,71190
2004,BREVARD,"GROUPER, OTHER",30,1,2.2,65
2004,BREVARD,"GROUPER, RED",1434,49,2.47,3541
2004,BREVARD,"GROUPER, SCAMP",1366,62,2.71,3701
2004,BREVARD,"GROUPER, SNOWY",2601,9,2.39,6226
2004,BREVARD,"GROUPER, WARSAW",139,2,1.95,271
2004,BREVARD,"GROUPER, YELLOWEDGE",617,5,2.89,1782
2004,BREVARD,"GROUPER, YELLOWFIN",157,1,3.05,479
2004,BREVARD,GRUNTS,299,26,0.68,203
2004,BREVARD,HOGFISH,30,5,2.79,84
2004,BREVARD,"JACK, CREVALLE",10102,343,0.76,7665
2004,BREVARD,"JACK, MIXED",47,1,0.25,12
2004,BREVARD,"JACK, OTHER",1292,42,0.89,1156
2004,BREVARD,KINGFISH (WHITING),36809,627,1,36977
2004,BREVARD,LADYFISH,3581,158,0.24,866
2004,BREVARD,"MACKEREL, KING",144176,873,1.54,221476
2004,BREVARD,"MACKEREL, SPANISH",197557,431,0.81,160521
2004,BREVARD,MISC. FOOD FISH,19984,533,0.92,18416
2004,BREVARD,MOJARRA,4755,171,1.2,5726
2004,BREVARD,"MULLET, BLACK",133395,816,0.52,69774
2004,BREVARD,"MULLET, SILVER",3106,50,0.28,882
2004,BREVARD,PERMIT,24,3,2.49,60
2004,BREVARD,PINFISH,5014,185,3.31,16613
2004,BREVARD,POMPANO,19915,658,3.97,79124
2004,BREVARD,PORGIES,117,8,0.84,98
2004,BREVARD,"SEA BASS, MIXED",809,52,1.3,1051
2004,BREVARD,"SEATROUT, SILVER",32,6,2.24,72
2004,BREVARD,"SEATROUT, SPOTTED",840,35,2.01,1690
2004,BREVARD,"SEATROUT, WEAKFISH",1178,125,1.45,1702
2004,BREVARD,SHARK,375855,341,0.37,139572
2004,BREVARD,SHARK FINS,10222,182,17.87,182687
2004,BREVARD,SHEEPSHEAD,20638,532,1.15,23796
2004,BREVARD,"SNAPPER, GREY (MANGROVE)",3405,112,2.34,7951
2004,BREVARD,"SNAPPER, LANE",43,5,2.51,107
2004,BREVARD,"SNAPPER, MUTTON",4,2,2.59,12
2004,BREVARD,"SNAPPER, OTHER",356,5,1.27,453
2004,BREVARD,"SNAPPER, RED",6575,170,2.89,19034
2004,BREVARD,"SNAPPER, VERMILION",12,3,2.54,31
2004,BREVARD,"SNAPPER, YELLOWTAIL",30,4,2.63,78
2004,BREVARD,SPOT,7010,195,0.43,3034
2004,BREVARD,SWORDFISH,48432,21,2.94,142355
2004,BREVARD,TILAPIA (NILE PERCH),504,31,0.83,418
2004,BREVARD,TILEFISH (GOLDEN),42769,24,1.9,81259
2004,BREVARD,"TILEFISH, BLUELINE (GRAY)",31,2,1.2,38
2004,BREVARD,TRIGGERFISH,326,37,1.07,349
2004,BREVARD,"TUNA, ALBACORE",6360,13,0.84,5315
2004,BREVARD,"TUNA, BIGEYE",4734,11,2.32,11004
2004,BREVARD,"TUNA, BLACKFIN",756,10,0.52,394
2004,BREVARD,"TUNA, SKIPJACK",44,2,0.65,29
2004,BREVARD,"TUNA, YELLOWFIN",8465,17,2.23,18861
2004,BREVARD,"TUNNY, LITTLE (BONITO)",19431,162,0.25,4774
2004,BREVARD,WAHOO,1153,26,2.74,3164
2004,BREVARD,"CLAMS, HARD, CHERRY",2858,1392,4.61,13181
2004,BREVARD,"CLAMS, HARD, CHOWDER",1082,136,3.09,3338
2004,BREVARD,"CLAMS, HARD, LITTLENECK",5693,1554,10.27,58479
2004,BREVARD,"CLAMS, HARD, MIDDLENECK",5842,1554,10.91,63752
2004,BREVARD,"CLAMS, HARD, TOPNECK",4383,1551,8.83,38713
2004,BREVARD,"CLAMS, HARD, UNGRADED",7,1,10.08,75
2004,BREVARD,"CONCH (WHELK, HELMET)",30,2,1.79,54
2004,BREVARD,"CRAB, BLUE (HARD)",1207749,3574,1,1206991
2004,BREVARD,"CRAB, BLUE (SOFT)",2723,170,7.9,21513
2004,BREVARD,"CRAB, STONE, JUMBO CLAWS",30,2,12.66,377
2004,BREVARD,"CRAB, STONE, LARGE CLAWS",203,6,9.38,1906
2004,BREVARD,"CRAB, STONE, MEDIUM CLAWS",209,31,6.68,1398
2004,BREVARD,"CRAB, STONE, UNGRD CLAWS",1563,101,4.85,7576
2004,BREVARD,"LOBSTER, SPANISH",156,7,2.89,450
2004,BREVARD,"LOBSTER, SPINY",10494,79,3.99,41825
2004,BREVARD,MISC. INVERTEBRATES,3568,49,3.83,13656
2004,BREVARD,SPONGE (PIECES),442,2,1.57,692
2004,BREVARD,SQUID,128,2,0.54,69
2004,BREVARD,"SHRIMP, BROWN",43832,42,2.2,96266
2004,BREVARD,"SHRIMP, OTHER",20,1,3.43,68
2004,BREVARD,"SHRIMP, PINK",155294,57,2.13,330204
2004,BREVARD,"SHRIMP, ROCK",3764768,141,0.67,2512989
2004,BREVARD,"SHRIMP, ROYAL RED",693,2,2.02,1402
2004,BREVARD,"SHRIMP, WHITE",814644,157,2.74,2230483
2004,BROWARD,AMBERJACKS,407,10,0.81,329
2004,BROWARD,BAIT FISH,2517,42,12.26,30869
2004,BROWARD,BALLYHOO,28003,27,0.77,21563
2004,BROWARD,BLUE RUNNER,1927,106,1.12,2168
2004,BROWARD,BLUEFISH,350,16,1.08,379
2004,BROWARD,COBIA,625,16,2.88,1798
2004,BROWARD,CROAKER,126,5,1.56,197
2004,BROWARD,DOLPHIN,10137,134,2.03,20546
2004,BROWARD,"DRUM, BLACK",1,1,1,1
2004,BROWARD,GOATFISHES,10,7,2.55,26
2004,BROWARD,"GROUPER, BLACK",1836,43,2.65,4870
2004,BROWARD,"GROUPER, GAG",1682,32,2.58,4342
2004,BROWARD,"GROUPER, MIXED",19,2,1.91,36
2004,BROWARD,"GROUPER, OTHER",65,14,1.74,113
2004,BROWARD,"GROUPER, RED",909,41,2.29,2081
2004,BROWARD,"GROUPER, SCAMP",27,4,2.34,64
2004,BROWARD,"GROUPER, SNOWY",714,13,2.41,1717
2004,BROWARD,"GROUPER, WARSAW",31,1,2.75,85
2004,BROWARD,GRUNTS,3716,175,1.14,4220
2004,BROWARD,HOGFISH,1227,60,2.19,2692
2004,BROWARD,"JACK, CREVALLE",221,10,0.99,219
2004,BROWARD,"JACK, MIXED",3539,114,0.99,3488
2004,BROWARD,KINGFISH (WHITING),75,1,1,75
2004,BROWARD,"MACKEREL, KING",60201,595,1.84,110712
2004,BROWARD,"MACKEREL, SPANISH",5155,96,1.37,7075
2004,BROWARD,MENHADEN,8690,81,1.06,9195
2004,BROWARD,MISC. FOOD FISH,4861,129,1.63,7906
2004,BROWARD,MOJARRA,1363,11,1.31,1790
2004,BROWARD,"MULLET, BLACK",60,2,0.91,55
2004,BROWARD,POMPANO,4827,103,4.81,23208
2004,BROWARD,PORGIES,271,19,1.27,345
2004,BROWARD,SAND PERCH (SERRANIDAE),40,3,1,40
2004,BROWARD,"SCAD, BIGEYE (GOGGLE EYE)",3214,210,12.48,40118
2004,BROWARD,SHARK,10339,21,0.53,5479
2004,BROWARD,SHARK FINS,52,3,19.56,1021
2004,BROWARD,"SNAPPER, GREY (MANGROVE)",1151,77,2.42,2789
2004,BROWARD,"SNAPPER, LANE",107,12,2.3,245
2004,BROWARD,"SNAPPER, MUTTON",2012,122,2.55,5141
2004,BROWARD,"SNAPPER, OTHER",155,7,2.17,337
2004,BROWARD,"SNAPPER, RED",810,6,2.71,2193
2004,BROWARD,"SNAPPER, SILK",1191,10,2.7,3212
2004,BROWARD,"SNAPPER, VERMILION",303,17,2.26,684
2004,BROWARD,"SNAPPER, YELLOWTAIL",9084,219,2.68,24338
2004,BROWARD,SWORDFISH,150075,86,2.74,411554
2004,BROWARD,TILEFISH (GOLDEN),293,2,2.68,786
2004,BROWARD,"TILEFISH, BLUELINE (GRAY)",190,6,1.29,246
2004,BROWARD,TRIGGERFISH,1550,52,1.11,1714
2004,BROWARD,"TUNA, ALBACORE",970,6,0.92,894
2004,BROWARD,"TUNA, BIGEYE",7401,11,2.56,18971
2004,BROWARD,"TUNA, BLACKFIN",559,10,1.01,564
2004,BROWARD,"TUNA, BLUEFIN",24,1,0.8,19
2004,BROWARD,"TUNA, YELLOWFIN",10809,19,3.35,36217
2004,BROWARD,"TUNNY, LITTLE (BONITO)",247,13,0.73,180
2004,BROWARD,WAHOO,3004,28,2.9,8708
2004,BROWARD,"CRAB, BLUE (HARD)",37296,298,1.77,65898
2004,BROWARD,"CRAB, STONE, JUMBO CLAWS",384,51,12.3,4718
2004,BROWARD,"CRAB, STONE, LARGE CLAWS",178,49,10.44,1857
2004,BROWARD,"CRAB, STONE, MEDIUM CLAWS",202,56,7.76,1567
2004,BROWARD,"CRAB, STONE, UNGRD CLAWS",658,29,14.19,9334
2004,BROWARD,"LOBSTER, SPINY",28885,322,5,144516
2004,BROWARD,MISC. INVERTEBRATES,256290,156,1.43,367221
2004,BROWARD,"SHRIMP, PINK",16115,33,1.38,22189
2004,BROWARD,"SHRIMP, WHITE",10979,35,1.01,11136
2004,CHARLOTTE,AMBERJACKS,1477,6,0.77,1139
2004,CHARLOTTE,BAIT FISH,125,28,0.32,39
2004,CHARLOTTE,BLUE RUNNER,9,1,0.75,7
2004,CHARLOTTE,BLUEFISH,386,62,0.58,223
2004,CHARLOTTE,COBIA,3461,90,1.7,5872
2004,CHARLOTTE,DOLPHIN,38,1,1.67,64
2004,CHARLOTTE,"DRUM, BLACK",508,32,0.72,363
2004,CHARLOTTE,FLOUNDERS,270,168,1.37,371
2004,CHARLOTTE,"GROUPER, BLACK",1335,10,2.53,3370
2004,CHARLOTTE,"GROUPER, GAG",342,2,2.51,859
2004,CHARLOTTE,"GROUPER, RED",964,11,2.1,2028
2004,CHARLOTTE,"GROUPER, SNOWY",1672,1,1.86,3117
2004,CHARLOTTE,"GROUPER, YELLOWEDGE",1873,1,2.29,4285
2004,CHARLOTTE,GRUNTS,170,9,0.74,126
2004,CHARLOTTE,"JACK, CREVALLE",66893,636,0.5,33756
2004,CHARLOTTE,"JACK, MIXED",2343,5,0.63,1484
2004,CHARLOTTE,KINGFISH (WHITING),321,15,0.5,161
2004,CHARLOTTE,LADYFISH,867,11,0.35,302
2004,CHARLOTTE,"MACKEREL, KING",281,7,1.92,541
2004,CHARLOTTE,"MACKEREL, SPANISH",1708,45,0.63,1071
2004,CHARLOTTE,MENHADEN,1502,5,0.12,183
2004,CHARLOTTE,MISC. FOOD FISH,1975,295,0.32,630
2004,CHARLOTTE,MOJARRA,128490,2099,0.68,87720
2004,CHARLOTTE,"MULLET, BLACK",709032,3370,0.68,481609
2004,CHARLOTTE,"MULLET, SILVER",95,3,0.32,31
2004,CHARLOTTE,PERMIT,833,36,1.04,870
2004,CHARLOTTE,POMPANO,938,57,3.65,3428
2004,CHARLOTTE,PORGIES,11,2,0.49,5
2004,CHARLOTTE,"SEA BASS, MIXED",126,4,1.69,213
